Date,*RES ELE *,,*STORAGE *,,*RES CHG *,,*TOC STO *,,*ABV TOC *,,*OUTFLOW *,,*INFLOW *,,*EVAP *,,*FNF *,,*PPT INC *,,*RAIN *,,*PPTINC4 *,
,*FEET*,,*AF*,,*AF*,,*AF*,,*AF*,,*CFS*,,*CFS*,,*CFS*,,*CFS*,,*INCHES*,,*INCHES*,,*INCHES*,
9/21/2012,783.78,,2014108,,-4465,,3463000,,-1448892,,3775,,1674,,97,,719,e,0,,24.8,,,
9/22/2012,783.34,,2009437,,-4671,,3450500,,-1441063,,3929,,1615,,94,,719,e,0,,24.8,,,
9/23/2012,782.96,,2005410,,-4027,,3438000,,-1432590,,3914,,1974,,90,,744,,0,,24.8,,,
9/24/2012,782.6,,2001599,,-3811,,3425500,,-1423901,,3915,,2157,,162,,881,e,0,,24.8,,,
9/25/2012,782.21,,1997478,,-4121,,3413000,,-1415522,,3917,,1897,,111,,719,e,0,,24.8,,,
9/26/2012,781.76,,1992730,,-4748,,3400500,,-1407770,,3918,,1685,,108,,881,e,0,,24.8,,,
9/27/2012,781.46,,1989569,,-3161,,3388000,,-1398431,,3921,,2424,,97,,715,e,0,,24.8,,,
9/28/2012,781.08,,1985570,,-3999,,3375500,,-1389930,,3923,,1996,,143,,715,e,0,,24.8,,,
9/29/2012,780.63,,1980842,,-4728,,3363000,,-1382158,,4184,,1925,,125,,715,e,0,,24.8,,,
9/30/2012,780.28,,1977170,,-3671,,3350500,,-1373330,,3926,,2165,,143,,715,e,0,,--,,,
10/1/2012,779.97,,1973922,,-3249,,3338000,,-1364078,,4043,,2586,,75,,838,,0,,0,,,
10/2/2012,779.06,,1964410,,-9512,,3325500,,-1361090,,6316,,1608,,140,,715,,0,,0,,,
10/3/2012,778.17,,1955139,,-9271,,3313000,,-1357861,,6199,,1575,,154,,715,,0,,0,,,
10/4/2012,776.98,,1942793,,-12346,,3300500,,-1357707,,6307,,360,,120,,412,e,0,,0,,,
10/5/2012,775.83,,1930915,,-11878,,3288000,,-1357085,,6308,,647,,120,,527,e,--,,0,,,
10/6/2012,774.94,,1921759,,-9156,,3275500,,-1353741,,6320,,1772,,120,,527,e,0,,0,,,
10/7/2012,774.1,,1913146,,-8613,,3263000,,-1349854,,6339,,2063,,67,,412,e,0,,0,,,
10/8/2012,773.14,,1903338,,-9808,,3250500,,-1347162,,6358,,1421,,8,,322,e,0,,0,,,
10/9/2012,772.29,,1894683,,-8655,,3238000,,-1343317,,6348,,2044,,110,,321,e,0,,0,,,
10/10/2012,771.43,,1885956,,-8727,,3225500,,-1339544,,6344,,2061,,66,,492,,0,,0,,,
10/11/2012,770.47,,1876249,,-9707,,3213000,,-1336751,,6367,,1543,,70,,458,e,0,,0,,,
10/12/2012,769.76,,1869094,,-7155,,3200500,,-1331406,,5726,,2170,,54,,457,e,0,,0,,,
10/13/2012,769.23,,1863764,,-5330,,3188000,,-1324236,,4523,,1865,,29,,656,,0,,0,,,
10/14/2012,768.71,,1858546,,-5218,,3175500,,-1316954,,3703,,1100,,29,,527,e,0,,0,,,
10/15/2012,768.35,,1854938,,-3607,,3163000,,-1308062,,3525,,1739,,83,,613,,0,,0,,,
10/16/2012,768.17,,1853137,,-1802,,3163000,,-1309863,,3009,,2213,,62,,628,e,0,,0,,,
10/17/2012,767.89,,1850338,,-2799,,3163000,,-1312662,,3033,,1657,,87,,627,e,0,,0,,,
10/18/2012,767.61,,1847540,,-2797,,3163000,,-1315460,,3259,,1940,,90,,640,e,0,,0,,,
10/19/2012,767.3,,1844448,,-3093,,3163000,,-1318552,,3266,,1841,,83,,639,e,0,,0,,,
10/20/2012,767.08,,1842255,,-2193,,3163000,,-1320745,,3302,,2175,,29,,648,e,0,,0,,,
10/21/2012,766.8,,1839467,,-2788,,3163000,,-1323533,,2995,,1608,,18,,700,e,0,,0,,,
10/22/2012,766.7,,1838472,,-995,,3163000,,-1324528,,3240,,2918,,129,,3040,e,1,,1,,,
10/23/2012,766.61,,1837577,,-895,,3163000,,-1325423,,2819,,2397,,29,,1862,,0,,1,,,
10/24/2012,766.53,,1836782,,-795,,3163000,,-1326218,,2993,,2625,,32,,2236,,0.08,,1.08,,,
10/25/2012,766.64,,1837876,,1094,,3163000,,-1325124,,1640,,2213,,22,,1346,,0,,1.08,,,
10/26/2012,766.54,,1836881,,-995,,3163000,,-1326119,,2752,,2250,,50,,1275,e,0,,1.08,,,
10/27/2012,766.27,,1834199,,-2682,,3163000,,-1328801,,2970,,1639,,22,,1275,e,0,,1.08,,,
10/28/2012,766.24,,1833900,,-299,,3163000,,-1329100,,2372,,2258,,36,,1061,e,0,,1.08,,,
10/29/2012,766.03,,1831816,,-2084,,3163000,,-1331184,,3031,,2074,,143,,1191,e,0,,1.08,,,
10/30/2012,765.68,,1828346,,-3470,,3163000,,-1334654,,3473,,1812,,39,,1191,e,0,,1.08,,,
10/31/2012,765.49,,1826464,,-1882,,3163000,,-1336536,,3715,,2862,,46,,2673,,0.68,,1.76,,,
11/1/2012,765.17,,1823298,,-3166,,3163000,,-1339702,,3704,,2125,,18,,1518,,0.12,,1.88,,,
11/2/2012,764.94,,1821024,,-2273,,3163000,,-1341976,,3713,,2589,,22,,1771,,0,,1.88,,,
11/3/2012,764.6,,1817668,,-3357,,3163000,,-1345332,,3708,,1988,,22,,1100,,0,,1.88,,,
11/4/2012,764.43,,1815991,,-1677,,3163000,,-1347009,,3245,,2430,,30,,1291,,0,,1.88,,,
11/5/2012,764.02,,1811952,,-4039,,3163000,,-1351048,,3965,,1954,,26,,1036,,0,,1.88,,,
11/6/2012,763.59,,1807723,,-4229,,3163000,,-1355277,,3936,,1948,,44,,1149,e,0,,1.88,,,
11/7/2012,763.32,,1805070,,-2652,,3163000,,-1357930,,3801,,2413,,48,,1149,e,0,,1.88,,,
11/8/2012,762.89,,1800853,,-4218,,3163000,,-1362147,,4198,,2154,,33,,996,,0.04,,1.92,,,
11/9/2012,762.45,,1796544,,-4309,,3163000,,-1366456,,4212,,2013,,22,,738,,0.08,,2,,,
11/10/2012,762.09,,1793025,,-3519,,3163000,,-1369975,,4043,,2283,,15,,1018,,0,,2,,,
11/11/2012,762.05,,1792634,,-391,,3163000,,-1370366,,3248,,3115,,15,,977,e,0,,2,,,
11/12/2012,761.49,,1787170,,-5464,,3163000,,-1375830,,4158,,1402,,47,,977,e,0,,2,,,
11/13/2012,761.19,,1784248,,-2922,,3163000,,-1378752,,4073,,2632,,33,,1165,,0,,2,,,
11/14/2012,760.74,,1779871,,-4377,,3163000,,-1383129,,4370,,2181,,18,,904,,0,,2,,,
11/15/2012,760.31,,1775696,,-4175,,3163000,,-1387304,,4144,,2087,,47,,888,,0,,2,,,
11/16/2012,759.93,,1772002,,-3694,,3163000,,-1390998,,4182,,2688,,22,,806,,0.4,,2.4,,,
11/17/2012,760.56,,1778122,,6120,,3137100,,-1358978,,3863,,6672,,22,,10251,,1.68,,4.08,,,
11/18/2012,760.88,,1781232,,3110,,3130100,,-1348868,,4153,,6075,,11,,6722,,0,,4.08,,,
11/19/2012,760.7,,1779482,,-1750,,3135300,,-1355818,,4039,,2791,,25,,3172,,0,,4.08,,,
11/20/2012,761.03,,1782691,,3209,,3077900,,-1295209,,3745,,5429,,18,,6164,,0.92,,5,,,
11/21/2012,761.9,,1791169,,8478,,3069700,,-1278531,,4175,,8419,,18,,9798,,0,,5,,,
11/22/2012,762.63,,1798306,,7137,,3076800,,-1278494,,1203,,4862,,11,,4678,,0,,5,,,
11/23/2012,762.91,,1801048,,2743,,3084600,,-1283552,,2321,,3690,,37,,2962,,0,,5,,,
11/24/2012,762.61,,1798110,,-2939,,3092200,,-1294090,,3845,,2435,,22,,1765,,0,,5,,,
11/25/2012,762.02,,1792341,,-5769,,3099600,,-1307259,,5603,,2709,,15,,1672,,0,,5,,,
11/26/2012,761.44,,1786683,,-5658,,3106700,,-1320017,,5358,,2520,,15,,2550,,0,,5,,,
11/27/2012,760.83,,1780746,,-5937,,3113700,,-1332954,,5638,,2617,,22,,1249,,0,,5,,,
11/28/2012,760.34,,1775987,,-4759,,3071900,,-1295913,,5639,,3883,,7,,3910,,0.84,,5.84,,,
11/29/2012,760.87,,1781134,,5147,,3008900,,-1227766,,3972,,5698,,11,,7733,,0.68,,6.52,,,
11/30/2012,769.01,,1861555,,80421,,2865200,,-1003645,,1853,,42777,,33,,53078,,1.04,,7.56,,,
12/1/2012,776.26,,1935350,,73795,,2788000,,-852650,,1732,,39306,,0,,47523,,1.48,,9.04,,,
12/2/2012,790.14,,2082491,,147141,,2788000,,-705509,,1546,,75258,,0,,92759,,1,,10.04,,,
12/3/2012,794.7,,2132527,,50036,,2788000,,-655473,,2966,,28191,,0,,33076,,0,,10.04,,,
12/4/2012,797.1,,2159200,,26674,,2788000,,-628800,,4538,,18042,,0,,22536,,0.72,,10.76,,,
12/5/2012,800.76,,2200332,,41131,,2788000,,-587668,,3353,,23986,,12,,30344,,0.6,,11.36,,,
12/6/2012,803.14,,2227372,,27040,,2788000,,-560628,,3309,,16997,,0,,19454,,0,,11.36,,,
12/7/2012,804.91,,2247631,,20259,,2788000,,-540369,,1811,,11994,,28,,13309,,0,,11.36,,,
12/8/2012,806.26,,2263171,,15540,,2788000,,-524829,,1669,,9572,,12,,10242,,0,,11.36,,,
12/9/2012,807.46,,2277047,,13876,,2788000,,-510953,,1688,,8703,,20,,8838,,0,,11.36,,,
12/10/2012,808.05,,2283890,,6843,,2788000,,-504110,,3438,,6979,,32,,7003,,0,,11.36,,,
12/11/2012,808.83,,2292960,,9071,,2788000,,-495040,,2146,,6668,,8,,6766,,0.04,,11.4,,,
12/12/2012,809.59,,2301822,,8861,,2788000,,-486178,,2126,,6651,,0,,7104,,0.12,,11.52,,,
12/13/2012,810.36,,2310824,,9002,,2794400,,-483576,,2101,,6600,,20,,6717,,0,,11.52,,,
12/14/2012,810.75,,2315394,,4570,,2810700,,-495306,,2391,,4706,,12,,5461,,0,,11.52,,,
12/15/2012,811.21,,2320791,,5397,,2824500,,-503709,,2359,,5147,,8,,5928,,0.12,,11.64,,,
12/16/2012,811.31,,2321965,,1174,,2814400,,-492435,,3156,,3807,,0,,4502,,0.2,,11.84,,,
12/17/2012,812.79,,2339395,,17430,,2788000,,-448605,,2487,,11226,,12,,13255,,0.36,,12.2,,,
12/18/2012,813.75,,2350750,,11355,,2803200,,-452450,,2742,,8418,,12,,9044,,0.04,,12.24,,,
12/19/2012,814.13,,2355255,,4505,,2818700,,-463445,,2742,,5110,,37,,5028,,0,,12.24,,,
12/20/2012,814.67,,2361668,,6413,,2833800,,-472132,,2991,,6189,,25,,6028,,0,,12.24,,,
12/21/2012,815.57,,2372382,,10714,,2788000,,-415618,,2994,,8456,,62,,11608,,1.76,,14,,,
12/22/2012,817.52,,2395711,,23329,,2788000,,-392289,,1717,,13485,,9,,16365,,1.32,,15.32,,,
12/23/2012,820.19,,2427872,,32161,,2788000,,-360128,,774,,17019,,13,,20341,,1.32,,16.64,,,
12/24/2012,822,,2449882,,22010,,2788000,,-338118,,2975,,14126,,55,,14459,,0,,16.64,,,
12/25/2012,823.33,,2466145,,16263,,2788000,,-321855,,2943,,11154,,13,,12039,,0.6,,17.24,,,
12/26/2012,824.54,,2481005,,14860,,2788000,,-306995,,2962,,10454,,0,,10873,,0.16,,17.4,,,
12/27/2012,825.37,,2491236,,10231,,2788000,,-296764,,2959,,8179,,0,,7832,,0,,17.4,,,
12/28/2012,826.05,,2499639,,8403,,2788000,,-288361,,2942,,7138,,22,,7172,,0,,17.4,,,
12/29/2012,826.83,,2509302,,9664,,2788000,,-278698,,1472,,6357,,13,,6328,,0,,17.4,,,
12/30/2012,827.63,,2519241,,9938,,2788000,,-268759,,1268,,6287,,9,,6166,,0,,17.4,,,
12/31/2012,828.09,,2524968,,5727,,2788000,,-263032,,2925,,5936,,61,,5477,,0,,17.4,,,
1/1/2013,828.38,,2528583,,3615,,2788000,,-259417,,2920,,4697,,17,,4445,,0,,17.4,,,
1/2/2013,828.73,,2532951,,4368,,2788000,,-255049,,2897,,5122,,23,,4781,,0,,17.4,,,
1/3/2013,829.07,,2537200,,4249,,2788000,,-250800,,2898,,5118,,16,,4543,,0,,17.4,,,
1/4/2013,829.31,,2540202,,3002,,2792500,,-252298,,2954,,4424,,19,,4158,,0,,17.4,,,
1/5/2013,829.89,,2547466,,7264,,2807300,,-259834,,1216,,4890,,12,,4565,,0.08,,17.48,,,
1/6/2013,830.46,,2554620,,7154,,2822800,,-268180,,1672,,5357,,16,,4433,,0.08,,17.56,,,
1/7/2013,830.71,,2557762,,3142,,2837200,,-279438,,3450,,4987,,16,,4116,,0,,17.56,,,
1/8/2013,830.9,,2560152,,2390,,2851700,,-291548,,2979,,4192,,8,,4492,e,0,,17.56,,,
1/9/2013,831.24,,2564431,,4279,,2850800,,-286369,,2995,,5161,,8,,4492,e,0.16,,17.72,,,
1/10/2013,831.56,,2568464,,4033,,2862500,,-294036,,2967,,5005,,4,,4139,,0,,17.72,,,
1/11/2013,831.91,,2572880,,4416,,2876200,,-303320,,2953,,5252,,8,,4077,e,0,,17.72,,,
1/12/2013,832.5,,2580337,,7457,,2890100,,-309763,,1333,,5037,,8,,4077,e,0,,17.72,,,
1/13/2013,833,,2586668,,6331,,2903500,,-316832,,1529,,4729,,8,,3413,,0,,17.72,,,
1/14/2013,833.39,,2591613,,4945,,2916500,,-324887,,2340,,4968,,71,,4143,,0,,17.72,,,
1/15/2013,833.68,,2595294,,3682,,2928700,,-333406,,2691,,4598,,51,,2785,,0,,17.72,,,
1/16/2013,834.13,,2601015,,5720,,2941000,,-339985,,1708,,4612,,20,,3465,,0,,17.72,,,
1/17/2013,834.6,,2606998,,5983,,2952900,,-345902,,1470,,4439,,16,,3598,,0,,17.72,,,
1/18/2013,835.03,,2612482,,5484,,2964400,,-351918,,1762,,4538,,12,,3516,,0,,17.72,,,
1/19/2013,835.41,,2617333,,4851,,2975600,,-358267,,1606,,4132,,16,,3081,,0,,17.72,,,
1/20/2013,835.8,,2622320,,4987,,2986500,,-364180,,1568,,4098,,16,,3624,,0,,17.72,,,
1/21/2013,836.23,,2627825,,5505,,2997100,,-369275,,1588,,4334,,36,,3368,,0,,17.72,,,
1/22/2013,836.66,,2633338,,5513,,3007300,,-373962,,1595,,4411,,36,,3520,,0,,17.72,,,
1/23/2013,837.01,,2637832,,4494,,3011200,,-373368,,1598,,3960,,32,,3028,,0.28,,18,,,
1/24/2013,837.61,,2645548,,7716,,3015000,,-369452,,1561,,5460,,8,,5533,,0.04,,18.04,,,
1/25/2013,838.07,,2651474,,5926,,3020700,,-369226,,1699,,4642,,20,,4856,,0.08,,18.12,,,
1/26/2013,838.55,,2657667,,6193,,3025700,,-368033,,1591,,4725,,12,,5925,,0.32,,18.44,,,
1/27/2013,839.08,,2664518,,6851,,3031100,,-366582,,1601,,5132,,12,,6416,,0,,18.44,,,
1/28/2013,839.59,,2671122,,6604,,3039800,,-368678,,1591,,4960,,40,,5480,,0,,18.44,,,
1/29/2013,840.14,,2678266,,7144,,3048200,,-369934,,1485,,5041,,24,,5232,,0,,18.44,,,
1/30/2013,840.65,,2684889,,6623,,3056400,,-371511,,1500,,4941,,36,,4919,,0,,18.44,,,
1/31/2013,841.19,,2691914,,7025,,3064900,,-372986,,1479,,4983,,28,,5011,,0,,18.44,,,
2/1/2013,841.72,,2698821,,6907,,3073100,,-374279,,1383,,4964,,32,,4987,,0,,18.44,,,
2/2/2013,842.16,,2704565,,5744,,3081000,,-376435,,1358,,4273,,19,,4697,,0,,18.44,,,
2/3/2013,842.7,,2711626,,7061,,3088700,,-377074,,1385,,4897,,19,,4955,,0,,18.44,,,
2/4/2013,843.17,,2717782,,6156,,3096200,,-378418,,1384,,4521,,34,,4698,,0,,18.44,,,
2/5/2013,843.69,,2724605,,6823,,3103500,,-378895,,1372,,4841,,30,,4945,,0,,18.44,,,
2/6/2013,844.15,,2730650,,6045,,3110500,,-379850,,1641,,4777,,23,,4730,,0,,18.44,,,
2/7/2013,844.58,,2736310,,5660,,3113300,,-376990,,1394,,4270,,23,,5121,,0.4,,18.84,,,
2/8/2013,845.05,,2742504,,6194,,3118600,,-376096,,1382,,4653,,15,,4647,,0,,18.84,,,
2/9/2013,845.48,,2748181,,5677,,3124100,,-375919,,1510,,4255,,15,,4066,,0,,18.84,,,
2/10/2013,845.91,,2753866,,5685,,3130100,,-376234,,1348,,4232,,19,,4128,,0,,18.84,,,
2/11/2013,846.34,,2759559,,5693,,3135800,,-376241,,1215,,4101,,83,,3819,,0,,18.84,,,
2/12/2013,846.72,,2764596,,5038,,3138400,,-373804,,1603,,4255,,45,,4196,,0,,18.84,,,
2/13/2013,847.07,,2769243,,4646,,3144400,,-375157,,1415,,3717,,27,,3363,,0,,18.84,,,
2/14/2013,847.44,,2774160,,4917,,3150200,,-376040,,1402,,3907,,27,,3933,e,0,,18.84,,,
2/15/2013,847.87,,2779882,,5723,,3155800,,-375918,,1306,,4275,,84,,3933,e,0,,18.84,,,
2/16/2013,848.32,,2785880,,5997,,3161300,,-375420,,1031,,4148,,27,,3973,,0,,18.84,,,
2/17/2013,848.72,,2791218,,5338,,3163000,,-371782,,1030,,3677,,23,,3746,,0,,18.84,,,
2/18/2013,849.15,,2796966,,5748,,3163000,,-366034,,1060,,3977,,19,,3973,,0,,18.84,,,
2/19/2013,849.69,,2804195,,7229,,3163000,,-358805,,1101,,4916,,103,,5403,,0.4,,19.24,,,
2/20/2013,850.12,,2809960,,5766,,3158400,,-348440,,1090,,4017,,19,,3843,,0,,19.24,,,
2/21/2013,850.59,,2816273,,6312,,3162300,,-346027,,1081,,4218,,23,,4540,,0,,19.24,,,
2/22/2013,851.02,,2822056,,5783,,3163000,,-340944,,1045,,4075,,46,,3410,,0,,19.24,,,
2/23/2013,851.32,,2826095,,4039,,3163000,,-336905,,991,,3054,,27,,3291,,0,,19.24,,,
2/24/2013,851.64,,2830409,,4314,,3163000,,-332591,,917,,3051,,27,,2670,,0,,19.24,,,
2/25/2013,852.09,,2836483,,6074,,3163000,,-326517,,1146,,4228,,89,,3191,e,0,,19.24,,,
2/26/2013,852.27,,2838915,,2432,,3163000,,-324085,,1706,,3137,,69,,3191,e,0,,19.24,,,
2/27/2013,852.56,,2842836,,3921,,3163000,,-320164,,1536,,3609,,96,,2968,,0,,19.24,,,
2/28/2013,852.95,,2848116,,5280,,3163000,,-314884,,1482,,4274,,62,,3670,,0,,19.24,,,
3/1/2013,853.29,,2852724,,4608,,3163000,,-310276,,1440,,3682,,55,,3524,,0,,19.24,,,
3/2/2013,853.65,,2857610,,4886,,3163000,,-305390,,1410,,3992,,51,,3996,,0,,19.24,,,
3/3/2013,854.1,,2863724,,6114,,3163000,,-299276,,1343,,4474,,48,,5195,,0.12,,19.36,,,
3/4/2013,854.48,,2868894,,5170,,3163000,,-294106,,1928,,4542,,8,,5372,,0,,19.36,,,
3/5/2013,854.73,,2872300,,3406,,3163000,,-290700,,2535,,4568,,41,,4982,,0.32,,19.68,,,
3/6/2013,855.25,,2879392,,7092,,3163000,,-283608,,1983,,5347,,63,,8037,,0.6,,20.28,,,
3/7/2013,855.44,,2881986,,2595,,3163000,,-281014,,3230,,4496,,26,,5242,,0,,20.28,,,
3/8/2013,855.8,,2886907,,4920,,3163000,,-276093,,1931,,4453,,41,,5003,,0,,20.28,,,
3/9/2013,855.88,,2888001,,1094,,3163000,,-274999,,3416,,4143,,37,,4684,,0,,20.28,,,
3/10/2013,855.93,,2888685,,684,,3163000,,-274315,,3349,,3594,,37,,4465,e,0,,20.28,,,
3/11/2013,855.89,,2888138,,-547,,3163000,,-274862,,3755,,3587,,108,,4465,e,0,,20.28,,,
3/12/2013,855.8,,2886907,,-1231,,3163000,,-276093,,4456,,3884,,48,,4814,,0,,20.28,,,
3/13/2013,855.49,,2882670,,-4237,,3163000,,-280330,,4815,,2735,,56,,4310,,0,,20.28,,,
3/14/2013,855.31,,2880211,,-2459,,3163000,,-282789,,5281,,4177,,67,,5995,,0,,20.28,,,
3/15/2013,855.26,,2879529,,-682,,3163000,,-283471,,5282,,5005,,67,,6923,,0,,20.28,,,
3/16/2013,855.33,,2880484,,956,,3163000,,-282516,,4334,,4734,,56,,6512,,0,,20.28,,,
3/17/2013,855.5,,2882806,,2321,,3163000,,-280194,,3410,,4706,,56,,6230,,0,,20.28,,,
3/18/2013,855.28,,2879802,,-3004,,3163000,,-283198,,4883,,3527,,90,,5125,,0,,20.28,,,
3/19/2013,855.36,,2880894,,1092,,3163000,,-282106,,4228,,4830,,52,,6727,,0.16,,20.44,,,
3/20/2013,856.35,,2894435,,13541,,3156200,,-261765,,2785,,9711,,30,,13875,,0.72,,21.16,,,
3/21/2013,857.39,,2908709,,14274,,3161200,,-252491,,2774,,9928,,26,,13204,,0,,21.16,,,
3/22/2013,858.01,,2917242,,8533,,3163000,,-245758,,2760,,7053,,60,,8867,,0,,21.16,,,
3/23/2013,858.65,,2926069,,8827,,3163000,,-236931,,1548,,5985,,56,,7942,,0,,21.16,,,
3/24/2013,859.24,,2934222,,8153,,3163000,,-228778,,1537,,5843,,56,,7454,,0,,21.16,,,
3/25/2013,859.59,,2939067,,4845,,3163000,,-223933,,2854,,5359,,132,,6859,,0,,21.16,,,
3/26/2013,859.98,,2944471,,5404,,3163000,,-218529,,2072,,4865,,68,,6164,,0,,21.16,,,
3/27/2013,860.37,,2949883,,5412,,3163000,,-213117,,2068,,4927,,60,,6228,,0,,21.16,,,
3/28/2013,860.87,,2956832,,6949,,3163000,,-206168,,1539,,5028,,56,,6705,,0.08,,21.24,,,
3/29/2013,861.21,,2961564,,4732,,3163000,,-201436,,2203,,4642,,53,,6123,,0,,21.24,,,
3/30/2013,861.82,,2970066,,8502,,3163000,,-192934,,1391,,5582,,45,,6781,,0,,21.24,,,
3/31/2013,862.67,,2981941,,11875,,3158900,,-176959,,1362,,7677,,46,,10749,,0.64,,21.88,,,
4/1/2013,863.16,,2988803,,6862,,3167100,,-178297,,2792,,6284,,103,,8680,,0.08,,21.96,,,
4/2/2013,863.57,,2994553,,5750,,3182400,,-187847,,3170,,6047,,49,,8253,,0,,21.96,,,
4/3/2013,863.84,,2998344,,3791,,3192600,,-194256,,3358,,5333,,64,,6850,,0,,21.96,,,
4/4/2013,864.22,,3003684,,5340,,3192000,,-188316,,3590,,6409,,56,,8862,,0.4,,22.36,,,
4/5/2013,864.79,,3011708,,8024,,3206000,,-194292,,2954,,6873,,15,,9089,,0,,22.36,,,
4/6/2013,865.44,,3020877,,9169,,3220800,,-199923,,1511,,6306,,30,,7916,,0,,22.36,,,
4/7/2013,866.1,,3030206,,9329,,3223400,,-193194,,1400,,6063,,30,,8462,,0.08,,22.44,,,
4/8/2013,866.59,,3037146,,6940,,3231800,,-194654,,2932,,6589,,87,,8100,,0.12,,22.56,,,
4/9/2013,866.95,,3042252,,5106,,3247200,,-204948,,2939,,5672,,88,,7593,,0,,22.56,,,
4/10/2013,867.38,,3048358,,6106,,3261700,,-213342,,2258,,5300,,107,,6769,,0,,22.56,,,
4/11/2013,867.86,,3055184,,6827,,3271600,,-216416,,1227,,4828,,88,,6333,,0,,22.56,,,
4/12/2013,868.38,,3062593,,7408,,3281400,,-218807,,1230,,4992,,99,,6280,,0,,22.56,,,
4/13/2013,868.91,,3070156,,7563,,3291300,,-221144,,1162,,5135,,88,,5746,,0,,22.56,,,
4/14/2013,869.41,,3077303,,7147,,3301200,,-223897,,2357,,6134,,173,,6071,e,0,,22.56,,,
4/15/2013,869.78,,3082600,,5297,,3311000,,-228400,,1278,,4045,,96,,6071,e,0,,22.56,,,
4/16/2013,870.15,,3087903,,5303,,3320900,,-232997,,1616,,4378,,89,,5229,,0,,22.56,,,
4/17/2013,870.42,,3091776,,3874,,3330800,,-239024,,2044,,4094,,96,,4575,,0,,22.56,,,
4/18/2013,870.66,,3095223,,3446,,3340600,,-245377,,1984,,3826,,104,,4445,,0,,22.56,,,
4/19/2013,870.81,,3097378,,2156,,3350500,,-253122,,2504,,3714,,124,,4752,,0,,22.56,,,
4/20/2013,871.19,,3102844,,5465,,3360400,,-257556,,1020,,3799,,96,,4447,,0,,22.56,,,
4/21/2013,871.59,,3108604,,5760,,3370200,,-261596,,967,,4040,,96,,4586,,0,,22.56,,,
4/22/2013,871.7,,3110189,,1585,,3380100,,-269911,,2830,,3861,,159,,4216,,0,,22.56,,,
4/23/2013,871.75,,3110910,,721,,3390000,,-279090,,2864,,3355,,201,,3913,,0,,22.56,,,
4/24/2013,871.48,,3107018,,-3892,,3399800,,-292782,,4299,,2508,,170,,2826,,0,,22.56,,,
4/25/2013,871.04,,3100685,,-6333,,3409700,,-309015,,5882,,2859,,170,,3269,,0,,22.56,,,
4/26/2013,870.3,,3090054,,-10630,,3419600,,-329546,,7819,,2560,,100,,3695,,0,,22.56,,,
